Date,Close
24-Oct-22,149.45
25-Oct-22,152.34
26-Oct-22,149.35
27-Oct-22,144.8
28-Oct-22,155.74
31-Oct-22,153.34
01-Nov-22,150.65
02-Nov-22,145.03
03-Nov-22,138.88
04-Nov-22,138.38
07-Nov-22,138.92
08-Nov-22,139.5
09-Nov-22,134.87
10-Nov-22,146.87
11-Nov-22,149.7
14-Nov-22,148.28
15-Nov-22,150.04
16-Nov-22,148.79
17-Nov-22,150.72
18-Nov-22,151.29
21-Nov-22,148.01
22-Nov-22,150.18
23-Nov-22,151.07
25-Nov-22,148.11
28-Nov-22,144.22
29-Nov-22,141.17
30-Nov-22,148.03
01-Dec-22,148.31
02-Dec-22,147.81
05-Dec-22,146.63
06-Dec-22,142.91
07-Dec-22,140.94
08-Dec-22,142.65
09-Dec-22,142.16
12-Dec-22,144.49
13-Dec-22,145.47
14-Dec-22,143.21
15-Dec-22,136.5
16-Dec-22,134.51
19-Dec-22,132.37
20-Dec-22,132.3
21-Dec-22,135.45
22-Dec-22,132.23
23-Dec-22,131.86
27-Dec-22,130.03
28-Dec-22,126.04
29-Dec-22,129.61
30-Dec-22,129.93
03-Jan-23,125.07
04-Jan-23,126.36
05-Jan-23,125.02
06-Jan-23,129.62
09-Jan-23,130.15
10-Jan-23,130.73
11-Jan-23,133.49
12-Jan-23,133.41
13-Jan-23,134.76
17-Jan-23,135.94
18-Jan-23,135.21
19-Jan-23,135.27
20-Jan-23,137.87
23-Jan-23,141.11
24-Jan-23,142.53
25-Jan-23,141.86
26-Jan-23,143.96
27-Jan-23,145.93
30-Jan-23,143
31-Jan-23,144.29
01-Feb-23,145.43
02-Feb-23,150.82
03-Feb-23,154.5
06-Feb-23,151.73
07-Feb-23,154.65
08-Feb-23,151.92
09-Feb-23,150.87
10-Feb-23,151.01
13-Feb-23,153.85
14-Feb-23,153.2
15-Feb-23,155.33
16-Feb-23,153.71
17-Feb-23,152.55
21-Feb-23,148.48
22-Feb-23,148.91
23-Feb-23,149.4
24-Feb-23,146.71
27-Feb-23,147.92
28-Feb-23,147.41
01-Mar-23,145.31
02-Mar-23,145.91
03-Mar-23,151.03
06-Mar-23,153.83
07-Mar-23,151.6
08-Mar-23,152.87
09-Mar-23,150.59
10-Mar-23,148.5
13-Mar-23,150.47
14-Mar-23,152.59
15-Mar-23,152.99
