Symbol,Date,Close
AMZN,31-Oct-18,79.9
AMZN,01-Nov-18,83.28
AMZN,02-Nov-18,83.28
AMZN,05-Nov-18,81.39
AMZN,06-Nov-18,82.14
AMZN,07-Nov-18,87.77
AMZN,08-Nov-18,87.75
AMZN,09-Nov-18,85.62
AMZN,12-Nov-18,81.84
AMZN,13-Nov-18,81.56
AMZN,14-Nov-18,79.95
AMZN,15-Nov-18,80.97
AMZN,16-Nov-18,79.67
AMZN,19-Nov-18,75.61
AMZN,20-Nov-18,74.77
AMZN,21-Nov-18,75.84
AMZN,23-Nov-18,75.1
AMZN,26-Nov-18,79.07
AMZN,27-Nov-18,79.07
AMZN,28-Nov-18,83.89
AMZN,29-Nov-18,83.68
AMZN,30-Nov-18,84.51
AMZN,03-Dec-18,88.62
AMZN,04-Dec-18,83.42
AMZN,06-Dec-18,84.96
AMZN,07-Dec-18,81.46
AMZN,10-Dec-18,82.05
AMZN,11-Dec-18,82.16
AMZN,12-Dec-18,83.18
AMZN,13-Dec-18,82.92
AMZN,14-Dec-18,79.6
AMZN,17-Dec-18,76.05
AMZN,18-Dec-18,77.57
AMZN,19-Dec-18,74.75
AMZN,20-Dec-18,73.04
AMZN,21-Dec-18,68.87
AMZN,24-Dec-18,67.2
AMZN,26-Dec-18,73.55
AMZN,27-Dec-18,73.08
AMZN,28-Dec-18,73.9
AMZN,31-Dec-18,75.1
AMZN,02-Jan-19,76.96
AMZN,03-Jan-19,75.01
AMZN,04-Jan-19,78.77
AMZN,07-Jan-19,81.48
AMZN,08-Jan-19,82.83
AMZN,09-Jan-19,82.97
AMZN,10-Jan-19,82.81
AMZN,11-Jan-19,82.03
AMZN,14-Jan-19,80.86
AMZN,15-Jan-19,83.73
AMZN,16-Jan-19,84.19
AMZN,17-Jan-19,84.66
AMZN,18-Jan-19,84.81
AMZN,22-Jan-19,81.61
AMZN,23-Jan-19,82
AMZN,24-Jan-19,82.75
AMZN,25-Jan-19,83.53
AMZN,28-Jan-19,81.89
AMZN,29-Jan-19,79.69
AMZN,30-Jan-19,83.52
AMZN,31-Jan-19,85.94
AMZN,01-Feb-19,81.31
AMZN,04-Feb-19,81.67
AMZN,05-Feb-19,82.94
AMZN,06-Feb-19,82.01
AMZN,07-Feb-19,80.72
AMZN,08-Feb-19,79.41
AMZN,11-Feb-19,79.55
AMZN,12-Feb-19,81.9
AMZN,13-Feb-19,82
AMZN,14-Feb-19,81.13
AMZN,15-Feb-19,80.4
AMZN,19-Feb-19,81.38
AMZN,20-Feb-19,81.11
AMZN,21-Feb-19,80.97
AMZN,22-Feb-19,81.58
AMZN,25-Feb-19,81.65
AMZN,26-Feb-19,81.82
AMZN,27-Feb-19,82.05
AMZN,28-Feb-19,81.99
AMZN,01-Mar-19,83.59
AMZN,04-Mar-19,84.81
AMZN,05-Mar-19,84.62
AMZN,06-Mar-19,83.45
AMZN,07-Mar-19,81.3
AMZN,08-Mar-19,81.04
AMZN,11-Mar-19,83.53
AMZN,12-Mar-19,83.66
AMZN,13-Mar-19,84.54
AMZN,14-Mar-19,84.31
AMZN,15-Mar-19,85.62
AMZN,18-Mar-19,87.11
AMZN,19-Mar-19,88.09
AMZN,20-Mar-19,89.86
AMZN,21-Mar-19,90.96
AMZN,22-Mar-19,88.24
AMZN,25-Mar-19,88.71
AMZN,26-Mar-19,89.19
AMZN,27-Mar-19,88.29
AMZN,28-Mar-19,88.67
AMZN,29-Mar-19,89.04
AMZN,01-Apr-19,90.71
AMZN,02-Apr-19,90.7
AMZN,03-Apr-19,91.04
AMZN,04-Apr-19,90.94
AMZN,05-Apr-19,91.86
AMZN,08-Apr-19,92.49
AMZN,09-Apr-19,91.79
AMZN,10-Apr-19,92.37
AMZN,11-Apr-19,92.2
AMZN,12-Apr-19,92.15
AMZN,15-Apr-19,92.24
AMZN,16-Apr-19,93.15
AMZN,17-Apr-19,93.24
AMZN,18-Apr-19,93.08
AMZN,22-Apr-19,94.37
AMZN,23-Apr-19,96.19
AMZN,24-Apr-19,95.09
AMZN,25-Apr-19,95.11
AMZN,26-Apr-19,97.53
AMZN,29-Apr-19,96.92
AMZN,30-Apr-19,96.33
AMZN,01-May-19,95.58
AMZN,02-May-19,95.04
AMZN,03-May-19,98.12
AMZN,06-May-19,97.53
AMZN,07-May-19,96.05
AMZN,08-May-19,95.89
AMZN,09-May-19,94.99
AMZN,10-May-19,94.5
AMZN,13-May-19,91.13
AMZN,14-May-19,92.01
AMZN,15-May-19,93.56
AMZN,16-May-19,95.38
AMZN,17-May-19,93.45
AMZN,20-May-19,92.95
AMZN,21-May-19,92.88
AMZN,22-May-19,92.98
AMZN,23-May-19,90.77
AMZN,24-May-19,91.16
AMZN,28-May-19,91.82
AMZN,29-May-19,90.96
AMZN,30-May-19,90.82
AMZN,31-May-19,88.75
AMZN,03-Jun-19,84.63
AMZN,04-Jun-19,86.48
AMZN,05-Jun-19,86.93
AMZN,06-Jun-19,87.72
AMZN,07-Jun-19,90.2
AMZN,10-Jun-19,93.03
AMZN,11-Jun-19,93.19
AMZN,12-Jun-19,92.77
AMZN,13-Jun-19,93.52
AMZN,14-Jun-19,93.48
AMZN,17-Jun-19,94.3
AMZN,18-Jun-19,95.07
AMZN,19-Jun-19,95.44
AMZN,20-Jun-19,95.91
AMZN,21-Jun-19,95.57
AMZN,24-Jun-19,95.7
AMZN,25-Jun-19,93.91
AMZN,26-Jun-19,94.89
AMZN,27-Jun-19,95.21
AMZN,28-Jun-19,94.68
AMZN,01-Jul-19,96.11
AMZN,02-Jul-19,96.72
AMZN,03-Jul-19,96.95
AMZN,05-Jul-19,97.15
AMZN,08-Jul-19,97.62
AMZN,09-Jul-19,99.42
AMZN,10-Jul-19,100.87
AMZN,11-Jul-19,100.05
AMZN,12-Jul-19,100.55
AMZN,15-Jul-19,101.05
AMZN,16-Jul-19,100.5
AMZN,17-Jul-19,99.6
AMZN,18-Jul-19,98.9
AMZN,19-Jul-19,98.23
AMZN,22-Jul-19,99.28
AMZN,23-Jul-19,99.72
AMZN,24-Jul-19,100.04
AMZN,25-Jul-19,98.69
AMZN,26-Jul-19,97.15
AMZN,29-Jul-19,95.62
AMZN,30-Jul-19,94.93
AMZN,31-Jul-19,93.34
AMZN,01-Aug-19,92.77
AMZN,02-Aug-19,91.16
AMZN,05-Aug-19,88.26
AMZN,06-Aug-19,89.39
AMZN,07-Aug-19,89.67
AMZN,08-Aug-19,91.64
AMZN,09-Aug-19,90.38
AMZN,12-Aug-19,89.25
AMZN,13-Aug-19,91.22
AMZN,14-Aug-19,88.15
AMZN,15-Aug-19,88.81
AMZN,16-Aug-19,89.63
AMZN,19-Aug-19,90.81
AMZN,20-Aug-19,90.07
AMZN,21-Aug-19,91.18
AMZN,22-Aug-19,90.28
AMZN,23-Aug-19,87.48
AMZN,26-Aug-19,88.44
AMZN,27-Aug-19,88.09
AMZN,28-Aug-19,88.21
AMZN,29-Aug-19,89.32
AMZN,30-Aug-19,88.81
AMZN,03-Sep-19,89.49
AMZN,04-Sep-19,90.03
AMZN,05-Sep-19,92.04
AMZN,06-Sep-19,91.68
AMZN,09-Sep-19,91.57
AMZN,10-Sep-19,91.03
AMZN,11-Sep-19,91.15
AMZN,12-Sep-19,92.18
AMZN,13-Sep-19,91.97
AMZN,16-Sep-19,90.39
AMZN,17-Sep-19,91.13
AMZN,18-Sep-19,90.87
AMZN,19-Sep-19,91.08
AMZN,20-Sep-19,89.71
AMZN,23-Sep-19,89.27
AMZN,24-Sep-19,87.08
AMZN,25-Sep-19,88.42
AMZN,26-Sep-19,86.99
AMZN,27-Sep-19,86.27
AMZN,30-Sep-19,86.8
AMZN,01-Oct-19,86.78
AMZN,02-Oct-19,85.66
AMZN,03-Oct-19,86.22
AMZN,04-Oct-19,86.98
AMZN,07-Oct-19,86.63
AMZN,08-Oct-19,85.28
AMZN,09-Oct-19,86.1
AMZN,10-Oct-19,86.01
AMZN,11-Oct-19,86.6
AMZN,14-Oct-19,86.82
AMZN,15-Oct-19,88.37
AMZN,16-Oct-19,88.87
AMZN,17-Oct-19,89.37
AMZN,18-Oct-19,87.88
AMZN,21-Oct-19,89.28
AMZN,22-Oct-19,88.29
AMZN,23-Oct-19,88.11
AMZN,24-Oct-19,89.04
AMZN,25-Oct-19,88.07
AMZN,28-Oct-19,88.85
AMZN,29-Oct-19,88.14
AMZN,30-Oct-19,89
AMZN,31-Oct-19,88.83
AMZN,01-Nov-19,89.57
AMZN,04-Nov-19,90.23
AMZN,05-Nov-19,90.09
AMZN,06-Nov-19,89.79
AMZN,07-Nov-19,89.41
AMZN,08-Nov-19,89.29
AMZN,11-Nov-19,88.58
AMZN,12-Nov-19,88.9
AMZN,13-Nov-19,87.66
AMZN,14-Nov-19,87.73
AMZN,15-Nov-19,86.97
AMZN,18-Nov-19,87.63
AMZN,19-Nov-19,87.64
AMZN,20-Nov-19,87.28
AMZN,21-Nov-19,86.74
AMZN,22-Nov-19,87.29
AMZN,25-Nov-19,88.69
AMZN,26-Nov-19,89.85
AMZN,27-Nov-19,90.93
AMZN,29-Nov-19,90.04
AMZN,02-Dec-19,89.08
AMZN,03-Dec-19,88.5
AMZN,04-Dec-19,88.03
AMZN,05-Dec-19,87.02
AMZN,06-Dec-19,87.58
AMZN,09-Dec-19,87.48
AMZN,10-Dec-19,86.96
AMZN,11-Dec-19,87.44
AMZN,12-Dec-19,88.02
AMZN,13-Dec-19,88.05
AMZN,16-Dec-19,88.46
AMZN,17-Dec-19,89.53
AMZN,18-Dec-19,89.2
AMZN,19-Dec-19,89.61
AMZN,20-Dec-19,89.33
AMZN,23-Dec-19,89.65
AMZN,24-Dec-19,89.46
AMZN,26-Dec-19,93.44
AMZN,27-Dec-19,93.49
AMZN,30-Dec-19,92.34
AMZN,31-Dec-19,92.39
